id	album_year	description	setting	light	people	framing	consent	quality_note	shared
a6-012	a6/2012	Three men before the kitchen trailer with banners: white polo; beard, eared hat and fishing vest; blue polo	camp	day	adults	wide	GREEN		
a6-013	a6/2012	Two men in the trailer kitchen with large metal pots: bearded in boonie hat; balding, smiling	kitchen	day	adults	medium	GREEN		
a6-014	a6/2012	Vertical: wooded path down to the lake, a group at the end of the path	forest	day	unclear	wide	GREEN	vertical	
a6-015	a6/2012	Two men embrace in the woods: orange cap; bearded man; hard side light	forest	day	adults	medium	GREEN		
a6-016	a6/2012	Youth group in a circle in the woods by the water; red headband; staff with a green flag	forest	day	young-men	medium	AMBER	verify; circle: confirm not a ceremony	
a6-017	a6/2012	Over young men's shoulders toward a group by the lake; man in camo hat; young man in red centre; mountains	beach	day	mixed	medium	GREEN	backs foreground; verify	
a6-018	a6/2012	Two men smile by the lake: bald with glasses; bearded; backlit water	beach	day	adults	medium	GREEN		
a6-019	a6/2012	Four men in a row by the lake in white and blue polos	beach	day	adults	medium	GREEN		
a6-020	a6/2012	Active camp: big white tent left, kitchen trailer right, people crossing a dirt lot by the lake	camp	day	unclear	wide	GREEN		
a6-021	a6/2012	Vertical low angle of a tall canvas teepee against blue sky and treetops	camp	day	none	wide	GREEN	vertical	
a6-022	a6/2012	Inside a big white tarp tent: sleeping bags, clothing and gear across the ground, no people	camp	day	none	medium	GREEN		
a6-023	a6/2012	Outdoor meal line: apples and condiments on a table; man in green serves from a big pot	kitchen	day	adults	wide	GREEN		
a6-024	a6/2012	Two people eat on a log by the sparkling lake: tan vest and hat; striped shirt and yellow scarf	beach	day	unclear	medium	GREEN	the yellow scarf may be a young man; verify	
a7-000	a7/2013	Group photo: seven young men and a bearded man in a white hat against a big trunk by the water	forest	day	mixed	medium	AMBER	group photo	
a7-001	a7/2013	Close: young man with freckles in a white tee looks up at camera, contemplative	unclear	day	young-men	close	AMBER	looks under 12	
a7-002	a7/2013	Teen with long dark curls, backwards cap and purple sunglasses in a bus seat, looking off-camera	bus-road	day	young-men	close	AMBER		
a7-003	a7/2013	Girl in a bus seat laughing, head back	bus-road	day	mixed	close	FLAG	girl	
a7-004	a7/2013	Same girl smiling straight into the lens, trees passing outside	bus-road	day	mixed	close	FLAG	girl	
a7-005	a7/2013	Bus aisle: young man with red beard, glasses and cap foreground; young men behind with peace signs	bus-road	day	mixed	medium	AMBER		
a7-006	a7/2013	Four men on the rocky lakeshore with a paddle, a walking stick and a tall staff; blue lake, hazy mountains	beach	day	adults	wide	GREEN	strong frame for The Men	
a7-007	a7/2013	Older man in khaki cap and red vest points, giving directions, flanked by two men	forest	day	adults	medium	GREEN		
a7-008	a7/2013	Close: teen in a white v-neck laughs looking right, warm sun, glint of water	forest	day	young-men	close	AMBER		
a7-009	a7/2013	Man with a dark beard and long dreadlocks, grey beanie, green scarf, serious; a young man soft behind	forest	day	mixed	medium	GREEN	young man in the background out of focus	
a7-010	a7/2013	Young man in a yellow headband and white hoodie smirks at camera, arms crossed; line of young men behind; camp building	camp	day	young-men	medium	AMBER		
a7-011	a7/2013	Wide: young man in a striped shirt climbs a big green cargo net in a harness against trees and sky	forest	day	young-men	wide	GREEN	small figure; verify	
a7-012	a7/2013	Close: the girl again, pink checkered bandana, wide smile	camp	day	mixed	close	FLAG	girl	
a7-013	a7/2013	Children and adults on a rocky beach around a long thin wooden canoe frame under a leafy tree; big mountains	beach	day	mixed	wide	GREEN		
a7-014	a7/2013	Teen in glasses, grey cap and purple plaid laughs holding a small frying pan over a camp stove; lake behind	beach	day	young-men	medium	AMBER		
a7-015	a7/2013	Young man in black tee and pink bandana beside a girl in a red checkered headband; man in bucket hat behind	forest	day	mixed	medium	FLAG	girl	
a7-016	a7/2013	Man late 20s with curly blonde hair and glasses smiles holding a long grey pole; mossy blur	forest	day	adults	medium	GREEN		
a7-017	a7/2013	Older man with a grey goatee in blue hoodie and straw hat gestures as he speaks; camo hat beside	forest	day	adults	medium	GREEN		
a7-018	a7/2013	Young person in a white climbing helmet and pink harness climbs green rope netting among mossy trees	forest	day	young-men	medium	AMBER	verify	
a7-019	a7/2013	Two older men look upward, focused: tan cap and cream shirt; white bucket hat and teal fleece	forest	day	adults	close	GREEN		
a7-020	a7/2013	Teen in a checkered headband and black logo tee holds a pole, slight smile to camera	forest	day	young-men	close	AMBER		
a7-021	a7/2013	Same teen sits on the forest floor smiling into the lens	forest	day	young-men	medium	AMBER		
a7-022	a7/2013	Six young men in trunks walk from the rocky shore into the calm blue-green lake; mountains; flare	water	day	young-men	wide	GREEN	likely backs; verify	
a7-023	a7/2013	Man in green bucket hat and beads, arm around a young man in a black jacket and yellow bandana; fire pit behind	camp	day	mixed	medium	AMBER		
a7-024	a7/2013	Two men in their 50s in sunglasses: denim jacket with bead necklaces; tan vest and green hat	camp	day	adults	medium	GREEN		
a7-025	a7/2013	Seven people sit on a pile of grey logs looking at camera, including the young man and man from a7-015	forest	day	mixed	medium	AMBER	same group as a7-015 (girl); may include her; verify	
a7-026	a7/2013	Eight people pose by a mossy tree on a rocky beach; a young man lies across logs in front	beach	day	mixed	wide	AMBER	group photo	
a7-027	a7/2013	Man in a black tank top lies on the dirt, face contorted, several hands grab his arms to pull him up	field	day	adults	close	CEREMONY	intense process moment, unclear what; keep off the site	
a7-028	a7/2013	Wide: 20-30 on a forest path in a dense physical group struggle; one runs toward the mass	forest	day	mixed	wide	GREEN		
a7-029	a7/2013	Ten men and teens in the shallow lake; two men hold a young man (mid-20s) upside down by the ankles; laughter	water	day	mixed	wide	AMBER	the teens watching may be identifiable	
a7-030	a7/2013	Two men pose: sage green shirt smiling broadly; grey tee with a beaded necklace	forest	day	adults	medium	GREEN		
a7-031	a7/2013	Two men in a dirt clearing: tan tee and camo trousers with thermos; red jacket, tan cap and a thick wooden staff	camp	day	adults	medium	GREEN		
a8-000	a8/Old (undated)	~15 young men and teens pose energetically on the lakeshore, peace signs and horns; fur-and-skull staff	beach	day	young-men	wide	AMBER	group photo; men now	
a8-001	a8/Old (undated)	Five people cross a shallow rocky stream, low camera, trees reflected; hazy mountains	water	day	unclear	wide	GREEN		
a8-002	a8/Old (undated)	Grassy field: men and young men in clouds of white powder, running and dodging	field	day	mixed	medium	GREEN	faces obscured by powder; verify	
a8-003	a8/Old (undated)	Four men in a row smiling: straw fedora, red bandana and green poncho; mustache and blue jacket; black bandana; grey beard	forest	day	adults	medium	GREEN		
a8-004	a8/Old (undated)	Looking straight up: ~8 people lean in over the lens, faces silhouetted against a white sky, halo effect	unclear	day	unclear	wide	GREEN	silhouettes	
a8-005	a8/Old (undated)	Five men lean on the back of a dark pickup in a forest campsite, looking right; yellow rope foreground	camp	day	adults	medium	GREEN		
a8-006	a8/Old (undated)	Line of ~20 men and young men in a field each holding a light wooden shield, some with pole spears; white mask; valley and cabin	field	day	mixed	wide	GREEN	faces at distance; verify; iconic	
a8-007	a8/Old (undated)	~10 sit on logs and chairs around a stone fire pit under a blue tarp, eating and talking	fire	day	unclear	medium	GREEN	verify faces	
a8-008	a8/Old (undated)	Two young men (~14 and ~10) in front of leaves; the younger makes a funny face at camera	forest	day	young-men	medium	AMBER		
a8-009	a8/Old (undated)	Wide: men run through plumes of white powder in the grassy field; white truck and forest	field	day	mixed	wide	GREEN		
a8-010	a8/Old (undated)	Young man ~20 in a black sweatshirt and white headband runs at camera, wide smile	field	day	unclear	medium	AMBER	verify age	
a8-011	a8/Old (undated)	Two ~18-year-olds grapple on grass scattered with white plastic tubes; one pins the other	field	day	young-men	close	AMBER		
a8-012	a8/Old (undated)	Teens spread across a field holding curved white plastic tubes like swords; misty mountains	field	day	young-men	medium	AMBER		
a8-013	a8/Old (undated)	Young man in a rusted wheelbarrow looks at a device while another pushes him, tongue out	field	day	young-men	medium	AMBER		
a8-014	a8/Old (undated)	Panoramic: ~40, mostly young men, in a wide semi-circle in a clearing; man in a blue tee gestures centre	forest	day	mixed	wide	GREEN	circle: confirm not a ceremony	
a8-015	a8/Old (undated)	Two men ~20 with cameras on neck straps: white bucket hat over a beanie, red bandana; black beanie	forest	day	adults	medium	GREEN	the documentarians	
a8-016	a8/Old (undated)	Blond teen ~15 in a yellow headband laughs holding a plywood shield; others with shields and tubes	field	day	young-men	close	AMBER		
a8-017	a8/Old (undated)	Teen in red jacket and red headband kneels; another in a blue jacket points forward; white flowers	field	day	young-men	medium	AMBER		
a8-018	a8/Old (undated)	Young man ~20 in a yellow headband drinks from a large unlabelled tin can; blue tarp	camp	day	unclear	close	AMBER	verify age	
a8-019	a8/Old (undated)	Blond teen ~15 in red headband and work gloves works lumber with a hand tool; red-haired teen behind	camp	day	young-men	medium	AMBER		
a8-020	a8/Old (undated)	Girl ~15 in a wheelbarrow pushed fast across a field by two young men; mountains, white building	field	day	mixed	medium	FLAG	girl	
a8-021	a8/Old (undated)	Young man ~18 crouches blowing on embers under a grey pot on a grill; a younger young man watches	fire	day	young-men	close	AMBER		
a8-022	a8/Old (undated)	Teen ~17 in black tee and tan cap wades barefoot through a clear rocky stream	water	day	young-men	medium	AMBER		
a8-023	a8/Old (undated)	~10 people cross a wide shallow rocky river holding a blue rope, dense forest	water	day	unclear	wide	GREEN		
a8-024	a8/Old (undated)	Two pose: ~18 with long dark curls in an INHUMAN sweatshirt; ~30 in orange tee with a ribboned headband	forest	day	mixed	close	AMBER		
a8-025	a8/Old (undated)	Rocky stream through a green valley, small group by the water, forested mountains, blue sky	water	day	unclear	wide	GREEN		
a8-026	a8/Old (undated)	~8 teens sit in a circle on river rocks beside rushing water; includes a girl; red headbands	water	day	mixed	medium	FLAG	girl present	
a8-027	a8/Old (undated)	Young man ~11 in a red tee with a bandaged hand, arms spread wide, bright smile; field with others	field	day	young-men	close	AMBER	looks under 12	
a8-028	a8/Old (undated)	Profile: young person ~12 with curly hair smiles out of a moving vehicle window, trees blurring	bus-road	day	young-men	close	AMBER		
a8-029	a8/Old (undated)	Young man mid-teens in wire glasses, NBA cap and striped polo looks off-camera; leaves	forest	day	young-men	close	AMBER		
a8-030	a8/Old (undated)	Young man mid-teens in patterned cap and white hoodie, chin on clasped hands, big friendly smile to lens	field	day	young-men	close	AMBER		
a8-031	a8/Old (undated)	Young man late teens, blue eyes, tan cloth headband, black hoodie, steady serious look at camera	forest	day	young-men	close	AMBER	strong portrait	
a8-032	a8/Old (undated)	Man ~30 in an olive striped sleeveless top smiles off-camera; soft leaves	forest	day	adults	close	GREEN		
a8-033	a8/Old (undated)	From behind: child in a blue jacket and hiking boots crouches on the gravel shore looking over calm water	beach	day	young-men	medium	GREEN	back to camera	
a8-034	a8/Old (undated)	Young man ~12 in a red tee, hands behind his back, faces two men (grey cap; backwards cap and vest) on a grassy bank; misty lake	beach	day	mixed	medium	AMBER	verify which way the young man faces	
a8-035	a8/Old (undated)	High angle through dark evergreens onto a sunlit clearing by the water; group around a wooden pole tripod	camp	day	unclear	wide	GREEN		
a8-036	a8/Old (undated)	~10 men in a loose circle on a sandy beach framed by branches; mountains under cloud	beach	day	adults	wide	GREEN	circle: confirm not a ceremony	
a8-037	a8/Old (undated)	Two blond young men in red tees pole a small log raft in shallow clear water	water	day	young-men	medium	AMBER	verify faces	
a8-038	a8/Old (undated)	Stone inukshuk on a rocky cliff in warm late sun; pines left; tranquil lake and blue mountains	beach	dusk	none	wide	GREEN		
a8-039	a8/Old (undated)	From behind: 8-10 young men in hoodies sit on logs and rocks at the edge of a calm blue lake; dark mountain	beach	day	young-men	wide	GREEN	backs; strong	
a8-040	a8/Old (undated)	High angle over a steep rocky cliff by the lake; dozens of males scattered, some climbing down to emerald water	beach	day	mixed	wide	GREEN		
a8-041	a8/Old (undated)	Four men walk toward camera on a dusty path: goatee and white tee; red tank; white-and-red tracksuit; blue tee	forest	day	adults	medium	GREEN	one described as a young man; verify	
a8-042	a8/Old (undated)	Teens gathered by a yellow school bus; the centre one in blue tee, chain and white cap looks off-camera	bus-road	day	young-men	medium	AMBER		
a8-043	a8/Old (undated)	Peaceful lake shoreline: grey pebbles, one piece of driftwood, layered hazy mountains, evergreens right	beach	day	none	wide	GREEN		
a8-044	a8/Old (undated)	Inside a moving bus packed with teens; one in a bright green tee grins at camera	bus-road	day	young-men	medium	AMBER		
a8-045	a8/Old (undated)	Young men run toward camera on a wide gravel path; silver SUV and a firewood stack	camp	day	unclear	medium	AMBER	verify ages	
a8-046	a8/Old (undated)	Twilight lake: a man standing at the water's edge and a young man seated beside him, both in silhouette; island	beach	dusk	mixed	wide	GREEN	silhouettes; strong	
a8-047	a8/Old (undated)	High angle: men and young men in a wide circle in a grassy clearing around a stone fire pit; a man crosses the centre	fire	day	mixed	wide	GREEN	circle: confirm not a ceremony	
a8-048	a8/Old (undated)	Teens and a grey-bearded man huddle in ferns; teen in camo boonie hat and orange bandana talks	forest	day	mixed	medium	AMBER		
a8-049	a8/Old (undated)	Young men crouch on the shore tying thin poles into a grid with yellow and green rope; one in red tee and yellow headband watches	beach	day	young-men	medium	GREEN	hands and backs mostly; verify	
a8-050	a8/Old (undated)	Line of young men on a shaded path; three in yellow blindfolds, hand on the shoulder ahead; staff at the front	forest	day	young-men	medium	AMBER	blindfold walk; may be part of a process; confirm	
a8-051	a8/Old (undated)	Men and young men build a human pyramid in a shaded dirt clearing; spotters around	forest	day	mixed	wide	GREEN	verify faces	
a8-052	a8/Old (undated)	Group bends a long leafy branch into an arch near the lake; buckets on the ground; man in white faces away	camp	day	mixed	wide	GREEN		
a8-053	a8/Old (undated)	Young man 18-22 in a white tee and hoop earring looks at camera, serious	forest	day	young-men	close	AMBER	verify age	
a8-054	a8/Old (undated)	From behind: a line of young men and men sit on a dirt path as part of a large inward-facing circle; lake and mountains	beach	day	mixed	medium	GREEN	backs; circle: confirm not a ceremony	
a8-055	a8/Old (undated)	Dozens of young men and men cheer on a sandy shore, arms and hats in the air; forested mountains	beach	day	mixed	wide	AMBER	faces small; may pass as GREEN	
a8-056	a8/Old (undated)	Man in his 40s, shaved head, black logo tee, between two teens in blue tees by the water	beach	day	mixed	medium	AMBER		
a8-057	a8/Old (undated)	Man in grey tee seated at the lake edge; young man with a painted forehead holds a fur-and-feather staff; young man in red hoodie	beach	day	mixed	medium	AMBER		
a8-058	a8/Old (undated)	Older man in a red cap with his arm around a teen in sunglasses; man in grey with a yellow watch; rocky shore	beach	day	mixed	medium	AMBER		
a8-059	a8/Old (undated)	~10 teens huddle close, shouting, horns and peace signs at camera; fur staff	beach	day	young-men	medium	AMBER		
a8-060	a8/Old (undated)	Elevated: young men wrestle playfully in the centre of a loose circle in a dirt clearing; SUV behind	field	day	mixed	wide	GREEN	verify faces	
a8-061	a8/Old (undated)	Young men run off a log-strewn shore and leap into the lake, mid-air and splashing; big mountain peak	water	day	young-men	wide	GREEN	distant action	
a8-062	a8/Old (undated)	~7 young men in a tight inward-facing huddle, arms around shoulders, big backpacks; others on logs behind	forest	day	young-men	medium	GREEN	faces inward; verify	
